cell,group,env_id,condition,family,option_seed,budget,max_steps,reward_delay,gamma,discount,tag,n_options,n_draws,primitive_step,point,low,high,method,n_seeds,limit
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2340690.163825711,8.568247184221756,6.382056798516687,12.316112463947253,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2406961.13601736,9.635567636507536,6.539849060069986,10.927089457958132,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2475108.4102600445,9.484456523006772,7.278391864907469,11.28336774094701,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2545185.1095014196,10.230677112786504,7.01,10.97,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2617245.8607367235,10.244671456276194,5.3005959353222005,11.782675333384107,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2691346.837592243,9.565696287804553,5.669509118165506,12.815226502921087,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2767545.804114426,9.150938110048763,5.754659017566755,11.24832995562756,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2845902.1597987735,9.342533313395867,4.85764686823405,11.040236355797722,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,2926476.9858936216,8.69357009745602,5.556863817037291,11.65,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3009333.093014896,8.624088275510443,7.808252836604798,11.412646096176562,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3094535.0701089683,9.183325082766313,6.120813510991948,12.445566074284827,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3182149.3348017745,8.372597136110414,7.34,12.544038222820923,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3272244.185173447,9.002368581837125,8.240592413649747,14.135467391915368,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3364889.8529988197,10.435790053128706,8.499031580351758,13.96,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3460158.558495304,10.024590651544273,7.79893414525872,13.874191175788265,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3558124.566620851,9.937418706239184,7.436049925676812,12.623320971104942,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3658864.244965785,9.669384331453116,4.809476818914619,12.16116767461932,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3762456.1232837737,8.218632270253266,4.937914181276865,12.19857638968908,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3868980.954708239,8.381574379518474,5.383310467358205,12.26,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,3978521.7787019694,9.35720180067391,6.255550257006638,10.865093617576573,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4091163.9857889987,8.79,6.89,12.315793364800024,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4206995.384119207,8.6,6.689398272896601,11.097742089268696,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4326106.267917546,6.544800300083516,5.79,12.443525074723453,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4448589.487871227,5.61,4.08203976376311,12.032073400035582,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4574540.523509759,6.535469739225744,3.59,11.754974597380642,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4704057.557634256,8.7,5.18,10.832062684834492,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4837241.552854013,7.97,5.867128544846724,13.602540573431355,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,4974196.330290051,8.924951511443194,6.432410544525698,13.803534442322265,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,5115028.650506953,10.016372699341606,6.934758176923326,12.293818717345218,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,5259848.296736078,8.535719608878981,5.963063250351586,11.962339869169108,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,5408768.160455061,8.514298401792953,6.496959032253905,9.898961827005696,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,5561904.329390258,6.727664483331466,5.89224103858913,13.253527860456828,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,5719376.178010833,7.21831712440999,6.129994396324387,12.906876937626013,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,5881306.460584857,8.264743751719159,6.62,12.28,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,6047821.406870163,8.305460385784308,6.66,14.903881127178519,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,6219050.820514418,8.272949760279822,5.182053911223842,13.43,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,6395128.18024115,7.801532876089687,4.993579945059023,11.753425436726511,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,6576190.74390062,7.630739504470714,5.0661108758343785,10.204673144610522,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,6762379.655466649,6.41973950435089,5.763083624394063,9.853607354407567,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,6953840.055062778,7.769107994720798,5.5591273436546125,10.174548429702144,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,7150721.192103586,7.863966411941222,6.921863924764249,10.65572325373004,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,7353176.541639295,8.95609010071188,7.875214077322787,9.960590878795019,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,7561363.923994419,9.251166089207521,6.266765033085415,11.297625682854138,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,7775445.627793677,7.964765801031695,6.216108165501515,10.911906860624828,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,7995588.536471086,8.149915685665126,6.082198586096935,12.260570581952127,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,8221964.258360861,7.5999405475140795,6.076518851378946,9.887136627796917,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,8454749.26047152,8.082302740250212,6.632116808552961,9.79,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,8694125.006047469,8.221688539463885,7.124871901648672,10.776966517204425,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,8940278.096025331,9.25,5.63,11.475401350328362,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,9193400.414495252,10.7728110967309,8.957106256042817,12.934085258063607,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,9453689.278280588,10.663701245274016,7.439909498451126,13.55482861476964,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,9721347.590752598,11.852838567594576,6.92,16.23,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__action__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,action,-,0,10000000,5000,0,0.999,primitive,exp3,0,1,9996584.0,12.54,6.4790956008847385,15.764484149557843,median-range,5,9996584
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,4954.0,26.35431293881645,4.514715090795241,32.683095546908774,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,5147.125329312005,26.628730407748588,4.817040277570452,36.52389327641688,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,5347.779401623988,26.913845689368756,5.131151223581696,40.51441957401791,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,5556.2557153152675,27.210075824169138,5.457507381520456,42.318806443629725,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,5772.859210422653,27.517854110430047,5.7965861152514915,41.567250885109246,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,5997.906714678756,27.83763073800893,6.148883398056912,40.786396898099554,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,6231.727406938553,28.0,6.514914538100427,39.97510232098372,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,6474.663298672035,28.0,6.895214932172879,39.13218046644065,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,6727.069734227224,28.0,7.290340848821578,38.25639838566768,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,6989.3159105953055,28.0,7.700870242008931,37.34647506493612,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,7261.785417438134,28.0,8.127403596490504,36.401079551841846,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,7544.876798168024,28.0,8.570564806149067,35.41882900851009,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,7839.0041329005,28.0,9.031002086569348,34.39828668890709,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,8144.597644132756,28.0,9.509388923188409,33.33795983729961,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,8462.104326033632,28.0,10.077684404422055,33.75898043459873,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,8791.988598265729,28.0,16.01440932846966,34.74414984186066,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,9134.732985295905,28.0,16.30511703587439,35.563349611952034,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,9490.838822187816,28.0,16.607157609998147,36.41448483326892,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,9860.826987908891,28.176820916968467,16.920972848099144,37.298800468373834,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,10245.238667224321,29.801896712003046,17.328053567586846,38.217590013096306,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,10644.636142292511,31.490324000391084,17.51426288638976,39.172197388540006,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,11059.603615119871,33.244572458760814,17.39288951277595,40.1640189068473,median-range,5,10002198
0830-211803__NetHackChallenge-v0__exp3-pooled/NetHackChallenge-v0__option__grammar__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3-pooled,NetHackChallenge-v0,option,grammar,0,10000000,5000,0,0.999,primitive,exp3,64,1,11490.748062077944,34.244052377589675,17.266784554029147,41.19450531359663,median-range,5,10002198
