cell,group,env_id,condition,family,option_seed,budget,max_steps,reward_delay,gamma,discount,tag,n_options,primitive_step,point,low,high,method,n_seeds,limit
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2302501.539715755,43.929654116446585,31.77912568882129,59.00153302411043,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2393235.746533911,44.34158811439563,32.459308522700184,55.466390342018975,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2487545.49766547,49.71488445586235,33.1090834293122,54.890302375451824,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2585571.6938532107,51.83532748012844,34.08233586824353,57.800831556384495,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2687460.7882866594,42.64837920916061,37.05908526837476,66.9860770150294,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2793365.0054061795,48.07124844442598,41.46448208115752,66.56816092178666,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,2903442.568329509,52.69430385387856,38.48331105776561,64.48305905011078,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3017857.9352403907,54.68247081910272,40.03304021325525,60.9870479477864,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3136782.045092547,57.694569735780206,41.42329069456872,67.55944106664975,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3260392.5729960557,53.14692694084476,38.03818372607472,63.07783384284142,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3388874.1956676915,47.52226398381876,41.902454299644596,62.617546971317864,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3522418.8673417806,47.353576622788225,38.217763367573184,59.75396317607033,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3661226.1065538926,57.81157329008879,41.97789915987127,61.327948875647934,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3805503.2942256555,55.157134586310406,49.92206314886239,65.01816509955864,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,3955465.983496244,55.97143523537716,47.8254421932167,62.95821138539013,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,4111338.221763253,58.803999313557185,48.10868605765679,66.93610713126384,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,4273352.885414209,56.390081193798935,47.3321811254581,64.58520968752289,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,4441752.027748769,52.69831502937369,36.6531825489629,60.345356225895,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,4616787.2406114265,63.72544625378905,49.31838741669157,70.18009640698423,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,4798720.030274957,58.222461399841556,55.52755724093662,63.14219234715378,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,4987822.208136332,60.06916150542214,51.72926714286904,71.9928330596193,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,5184376.296808561,61.820043015733525,50.05295455063243,64.07324611540187,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,5388675.952215456,58.887176631649325,51.952703239413914,65.66161338520364,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,5601026.402319695,65.01154133023077,60.667257459665,66.74061929513412,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,5821744.903139792,57.10502794323721,54.220453555393675,66.18323489168571,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,6051161.212737241,59.75663322479372,53.10788195723434,75.73071623550499,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,6289618.083881968,58.85826683900823,56.6496768433831,66.06128552227105,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,6537471.776132099,60.77099234761473,54.9884406912687,64.23893997584317,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,6795092.588093287,57.11734455604912,53.59131151144234,69.12220307943396,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7062865.410652481,60.79023994999536,54.20568203526169,76.29223155276082,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7341190.302013055,62.044497697597805,55.613206661689254,64.62617696066366,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7630483.085390097,61.64664830179553,55.209917917221276,64.75568445285407,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7931175.970259002,61.10444782237519,54.903874193885756,62.20710508965468,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,8243718.198085503,59.3715561648415,54.6901775897512,63.66132398259973,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,8568576.713501751,62.310864815487456,61.38309966465466,65.66861978972338,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,8906236.8619315,60.07126792836727,54.391904194326585,67.47359958892739,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,9257203.114706185,58.05466994811021,55.98608159638012,70.86104357345758,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,9621999.822755778,61.7738885406535,59.719973230462685,70.86008943787657,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,10001172.0,59.22,54.26964856230032,73.4507632334838,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,3308.0,2.880998286203942,0.34132933533233384,5.046916615447654,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,3443.9359581710746,2.866437879373278,0.3752963413720826,5.353266859225942,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,3585.4579455815347,2.851279140361875,0.4106591568169752,5.672205982666847,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,3732.795509461437,2.8354974818486034,0.44747513979546155,6.004251301797953,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,3886.1876298469647,2.819067306143213,0.48580400545901165,6.349941390763494,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,4045.8831072036223,2.801961963667136,0.5085678803467374,6.70983695538616,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,4212.140965978075,2.784153709728141,0.5224134715171614,7.084521742626269,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,4385.230874733173,2.765613659518726,0.5368280208805107,7.474603487413419,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,4565.433583547632,2.746311741265249,0.5518349086898428,7.880714898386387,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,4753.0413793898215,2.7262166474518184,0.5674584759651751,8.303514684140143,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,4948.358560204248,2.7052957840398193,0.583724063974371,8.743688621644484,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,5151.7019284797625,2.683515217600711,0.6006580553364226,9.201950668567381,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,5363.4013050999765,2.6608396202763522,0.6182879168137888,9.764410643568507,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,5583.800064309395,2.6327425266990723,0.6366422438632074,10.383759378817176,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,5813.2556906629625,2.494889942527508,0.6557508070172354,11.0285590704649,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,6052.140358862394,2.3513725690222924,0.6756446001717518,11.69985557708014,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,6300.8415374197675,2.201957622457334,0.6963558908577421,12.398737734796844,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,6559.762617127524,2.046402753302779,0.7179182725789077,13.126339123395615,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,6829.323565354255,2.0997301970073954,0.7403667192999879,13.883839904958652,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,7109.96160722751,2.2116655983243634,0.7637376421741764,14.672468738080667,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,7402.131934808533,2.328200771718503,0.7880689486016432,15.493504770740705,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,7706.3084454091695,2.4098855564043307,0.8134001037149541,16.348279715067196,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,8022.98451024851,2.375965669424967,0.8397721943911151,17.238180007361535,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,8352.673774696006,2.3406519093084825,0.8672279958940712,18.164649056883732,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,8695.910991399061,2.3038869974936738,0.8958120412557513,19.1291895870476,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,9053.252887646404,2.265611301665981,0.9255706935081949,20.13336607282291,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,9425.279068374111,2.225762739034478,0.95655222088392,21.178807278297953,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,9812.59295627895,2.184276675634217,0.9888068751065082,22.267208898518398,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,10215.82277056387,2.141085821490588,0.9745829080511855,23.400336309887457,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,10635.622545903192,2.096120121475665,0.957199894579578,24.58002743358855,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,11072.673193280227,2.049306641679496,0.9391025592844626,24.79820164902239,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,11527.683604417989,2.0005694511120407,0.9202615484713048,21.886591740863558,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,12001.391801594393,1.949829498543874,0.9006463022114123,19.148883955151014,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,12494.56613470691,1.8970044842858922,0.880225004774041,17.15520446656595,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,13008.006527528325,1.842008726700051,0.8589645330216015,18.169486797986917,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,13542.545775175013,1.784753023224613,0.8368304026842646,19.22544912958258,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,14099.050894892078,1.725144505688509,0.8137867124268291,17.232790559896635,median-range,5,9999750
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os1__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,1,10000000,5000,0,0.999,primitive,exp3,64,14678.424532346702,1.6630864896800874,0.8332519328478627,16.850051465806025,median-range,5,9999750
