cell,group,env_id,condition,family,option_seed,budget,max_steps,reward_delay,gamma,discount,tag,n_options,primitive_step,point,low,high,method,n_seeds,limit
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7263.613320668088,3.8474003433217225,0.8951859332322738,17.181878817379467,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7549.849043822475,3.886386412942315,0.9677609137480921,17.95630283914092,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,7847.364399522353,7.141042308363883,3.417223903513303,18.095770584268475,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,8156.60388193834,7.097897345456443,3.3813409280647084,18.201029266461873,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,8478.029501331815,6.991206855168809,3.3440439195484086,18.310435855996396,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,8812.12147430798,6.880312034571588,3.0710685490488325,18.424153808607503,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,9159.37894126945,6.765047204480969,3.161759974215056,18.542353021297338,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,9520.320712142542,6.645240156827446,3.223100404717737,18.66521008616445,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,9895.486041490098,6.5207118973733875,3.1795676442921676,18.792908554236053,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,10285.43543416916,6.391276378291866,3.1343193972883316,18.925639209697117,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,10690.751482736887,6.3478334202225035,3.087288061877827,19.063600354925928,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,11112.039737856103,6.374306560209133,3.0384033722608375,19.206998106762008,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,11549.92961300065,6.401822921803758,3.031787498497303,19.35604670444898,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,12005.075324812213,6.4304236150267196,3.167090930580014,19.51096882971245,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,12478.156870513816,6.460151369912517,3.3077262373121172,19.671995939451246,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,12969.881043839827,6.4910506003493715,3.453903530786406,19.839368611538795,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,13480.982491000634,6.5231674704345055,3.6058412029399074,20.013336904251553,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,14012.224808259365,8.954054929406531,3.7637662518359796,29.60753302252297,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,14564.40168276085,8.855842533586072,3.9279146208042164,29.236855480212267,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,15138.33807831673,8.7537599019891,4.098531550944693,28.851570723875113,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,15734.89146791872,8.687153592722211,4.275871947523319,28.451103130018666,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,16354.953114821083,8.805995230481624,4.4602007608056065,28.034854391673004,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,16999.449404106785,8.929520036331514,4.651793381897971,27.602202624507868,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,17669.343226726083,9.057912558918106,5.718900337504653,27.152501437724514,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,18365.635418075824,9.191364619358355,6.299785885305683,25.533609556443828,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,19089.366253268345,9.330075597824678,8.268916143722342,24.583281429063167,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,19841.617001324477,10.26851940809271,8.238226832460608,24.357201970406887,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,20623.511540611984,11.923280081937866,8.031773450975317,24.122213444805272,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,21436.218037943414,11.4663521073056,7.817184403350001,23.877964774481026,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,22280.95069384164,11.615747290818863,7.5941390890545994,23.624091046806775,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,23158.971556581102,11.771029659745347,7.4395155920365035,23.360212969117917,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,24071.592407714186,11.932431209195432,7.479312419663099,23.085936302041468,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,25020.176721900418,12.100193076463327,6.650571463827436,22.800851270494167,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,26006.141703965957,12.274565901291211,6.784120845770861,21.999374530307858,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,27030.960406237587,12.455810200330292,5.926404123134579,21.204478719281536,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,28096.163929313505,12.644196756358115,5.969125047297405,21.158674442562607,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,29203.343709559816,12.840007022833715,5.537815379339506,20.340971354623665,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,30354.153896749533,14.077688702187007,5.67525002831908,22.69401266032767,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,31550.31382539732,15.747516505325402,5.879335377197223,24.077241748030154,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,32793.61058348102,15.448382329214017,5.819892694085489,24.74366633721218,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,34085.901682388656,15.137460233861955,5.735129462128764,25.436352583752786,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,35429.11783207905,14.34669838852776,5.612172390921923,26.595274856282394,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,36825.26582560331,14.664693029203603,5.484369975581235,27.98862825610098,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,38276.43153729553,14.99521881958619,6.44028624598013,28.858297586647023,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,39784.78303911242,15.550007215036441,7.234804817844916,27.964873933833953,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,41352.5738397787,15.040523533069903,8.865562179900863,27.20708031374821,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,42982.14625157598,14.685942750976551,11.251207340290717,24.989375010095117,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,44675.934889806456,14.656187632662949,12.759588828149635,24.961947455431844,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,46436.47031015924,14.675406850187649,12.392617272272867,24.933439068736796,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,48266.382789413125,14.859651137724526,14.20682217303633,24.067531876972897,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,50168.40625512579,16.060723217746578,13.747793370235232,23.761525332590566,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,52145.382370178486,16.691915659370917,13.64037048277008,23.609463096541283,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,54200.26477827959,18.356778245010453,13.52871440356971,22.761090428606693,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,56336.12351677075,17.9900553301749,13.800181194962187,22.190224721999854,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,58556.14960332654,17.591376577815748,14.556554258960839,22.367868030363347,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,60863.65980340182,17.464151433073514,14.757584196351846,22.003113435868276,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,63262.10158554881,17.46720666083238,15.510121657833544,24.953915200211625,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,65755.05827200688,18.21209745100346,15.316620971471806,24.998388513344768,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,68346.25439226168,18.009861577835384,15.004072583389817,26.903839373512795,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,71039.56124756987,17.394078520398363,15.206433983239824,24.560944602698303,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,73839.00269476378,17.1530820162471,15.369983473527624,23.370646256568893,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,76748.7611579786,17.829628233725405,17.19253645108684,23.049065908060722,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,79773.1838772811,17.85098178720091,16.8794726662969,22.756877519381288,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,82916.78940353738,18.04242548986776,16.59855736364292,22.49716612098294,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,86184.27434922267,18.43321668618159,16.516557232243247,22.247537634087607,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,89580.52040525808,19.028591209644357,16.4645668066999,21.983998007151136,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,93110.60163435995,19.164786299555626,16.11337456841345,21.796022979944418,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,96779.79205179539,19.892428145772087,16.237065020289744,21.146498254268234,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,100593.5735048709,20.50712155774599,15.91200210464237,21.67912665348845,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,104557.64386292813,20.724720322893567,15.61454872411514,21.723882811573464,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,108677.92553007924,21.2076731195027,15.500578629813008,21.764793692345744,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,112960.57429340285,20.32006707581583,17.00999929585092,22.8580251604714,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,117411.98851981902,20.39121491950296,16.845072229903966,22.54159345111016,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,122038.81871538248,20.556292207222143,16.536240609944738,22.086637162897198,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,126847.97746127934,20.394428303791447,16.296299010874307,22.010092426502183,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,131846.64974136735,20.017366712235024,16.35039695569641,22.05980320392526,median-range,5,10001172
0830-211803__NetHackChallenge-v0__exp3/NetHackChallenge-v0__option__random__n64__os0__max_episode_steps5000__discountprimitive__ent_coef0.01__exp3,0830-211803__NetHackChallenge-v0__exp3,NetHackChallenge-v0,option,random,0,10000000,5000,0,0.999,primitive,exp3,64,137042.30367669158,20.24719897739881,18.58090990383482,21.721555667479013,median-range,5,10001172
